29,130,0.766992046042737,1
21,118,0.766447130835312,1
20,132,0.760493935827331,1
19,132,0.750292338746776,1
25,132,0.735985142116933,1
26,135,0.718589499667959,0
18,118,0.716312632606823,1
22,117,0.710778081910816,1
3,123,0.708655406001576,1
17,118,0.705183074862053,0
8,118,0.701733542371345,0
22,118,0.700456654529881,1
27,118,0.700139573185977,1
26,127,0.697650418383842,1
28,127,0.696487215565586,1
25,114,0.694492008806693,1
2,123,0.693522964634104,1
11,120,0.686479853325297,1
11,118,0.683497586611224,0
14,118,0.683240072403124,1
20,114,0.681269874238989,0
24,132,0.680070330040887,1
24,118,0.678753569855446,1
27,127,0.678397832000785,0
9,118,0.677420156119476,0
15,120,0.676308312430163,1
26,128,0.675056271563236,1
12,120,0.674609272062802,0
26,129,0.673944209236086,1
24,154,0.671014386388126,0
1,120,0.669853731394523,0
15,134,0.668985349607286,1
8,120,0.668567611291077,0
10,118,0.666164270499478,0
7,120,0.665754654200519,1
18,114,0.665463231775677,0
11,114,0.664240388203651,1
27,126,0.663932342327129,1
22,114,0.663716932271494,0
14,120,0.663285006363907,0
11,127,0.663262844792136,1
8,127,0.663075744540877,0
26,134,0.663059196824833,0
19,121,0.662128673114014,1
13,120,0.661507307905675,0
21,114,0.659997815596111,1
26,126,0.659426206073606,0
18,120,0.658551171294469,1
26,120,0.658249598298192,1
22,135,0.657938357965914,0
9,119,0.657912114205643,0
22,138,0.657864520173701,1
22,129,0.657648639093652,1
19,118,0.657079588784711,1
14,132,0.656626796900867,1
19,115,0.655052909256783,1
23,118,0.654378110144285,0
10,120,0.652360306139578,1
22,132,0.65169130810929,0
15,132,0.651271488611088,1
13,127,0.650849229292279,1
16,120,0.650557514755414,0
14,114,0.650223188847485,1
26,130,0.648937908846719,0
1,123,0.648892152615164,1
21,127,0.648589444338191,0
12,118,0.648441079548142,0
6,120,0.647781396928001,0
9,127,0.647166777620233,0
12,127,0.646923469040982,0
24,114,0.646692202419453,0
11,132,0.646689681482618,0
22,134,0.646522744666396,0
26,118,0.646383319990803,0
26,121,0.645536553256951,0
21,119,0.645506201742307,0
3,118,0.645118860326564,0
15,114,0.645067914299275,0
8,114,0.644664603081302,0
1,118,0.64400033533754,0
20,118,0.64379017879494,0
21,132,0.643300336488511,0
6,118,0.643239112061307,0
15,129,0.641507458090477,0
18,127,0.641507267414819,0
26,143,0.641498950941607,0
2,118,0.640760298860576,0
22,115,0.639927268919609,0
28,120,0.639744318646967,0
12,114,0.63959735343374,0
4,120,0.639394876279335,0
3,120,0.639372207261379,0
20,120,0.639138034614136,0
22,130,0.63913343946526,0
8,119,0.638715525194036,0
26,123,0.63829381073552,0
10,134,0.637366949242129,0
9,120,0.637261113153382,0
30,134,0.637169200675474,0
18,123,0.637056585467653,0
2,120,0.636896684037204,0
15,135,0.636555524755475,0
15,130,0.636181850082114,0
30,129,0.636127830374698,1
10,140,0.635843360532746,1
15,118,0.635727302384128,0
5,118,0.635657711927713,0
22,123,0.634390827325543,0
16,134,0.63400169681658,0
22,121,0.633538687436264,0
18,132,0.632927646188688,0
13,132,0.632595390189408,0
24,115,0.632559634654178,0
27,119,0.631983718335448,0
17,114,0.63122248213517,0
15,121,0.631172082528708,0
28,126,0.630421440514637,0
22,127,0.630048940598985,0
29,135,0.629972079418529,0
5,120,0.629397619271482,0
4,118,0.628668855833328,0
29,120,0.628466023786324,0
19,154,0.628125593084169,0
17,120,0.627916544190618,0
13,118,0.627593693142868,0
27,135,0.627432189346995,0
27,120,0.627338369607655,0
24,149,0.626642524766635,0
13,135,0.626618341003616,0
28,121,0.626424918322297,0
3,135,0.626099033699941,0
21,123,0.625975027177395,0
13,114,0.625736137938094,0
6,135,0.625517661541307,0
17,149,0.625306672754522,0
27,134,0.62513592965167,0
1,114,0.624981549721547,0
